brand,serie,code,color,bases,surfaces,mediums,sources,note,desc_en,desc_es,desc_ja,equivs
ak,AFV,11316,#121A1B,8,4,5,ak_equiv21,,RAL 7021 Dunkelgrau,,,av;71.056;ak_equiv21|ral;7021;ak_equiv21|fs;34086;ak_equiv21|real;57;ak_equiv21|lifecolor;UA207;ak_equiv21|hataka;164;ak_equiv21
ak,AFV,11317,#675E47,8,4,5,ak_equiv21,,RAL 7027 Grau,,,av;71.118;ak_equiv21|ral;7027;ak_equiv21|real;58;ak_equiv21|lifecolor;UA202;ak_equiv21|hataka;306;ak_equiv21
ak,AFV,11318,#8F8356,8,4,5,ak_equiv21,,RAL 7028 Dunkelgelb (Initial),,,av;71.025;ak_equiv21|gunze;H403;ak_equiv21|ral;7028;ak_equiv21|fs;33434;ak_equiv21|real;60;ak_equiv21|lifecolor;UA204;ak_equiv21|hataka;244;ak_equiv21
ak,AFV,11319,#AC9A74,8,4,5,ak_equiv21,,RAL 7028 Dunkelgelb Ausgabe 1944,,,ral;7028;ak_equiv21|real;61;ak_equiv21|hataka;250;ak_equiv21
ak,AFV,11320,#AA945C,8,4,5,ak_equiv21,,RAL 7028 Dunkelgelb (Variant),,,ral;7028;ak_equiv21
ak,AFV,11323,#5C5331,8,4,5,ak_equiv21,,RAL 6040 F9 Helloliv,,,av;71.247;ak_equiv21|ral;6040 F9;ak_equiv21|real;90;ak_equiv21|hataka;281;ak_equiv21
ak,AFV,11325,#B39564,8,4,5,ak_equiv21,,RAL 1039 F9 Sandbeige,,,av;71.244;ak_equiv21|ral;1039 F9;ak_equiv21|real;88;ak_equiv21|hataka;278;ak_equiv21|ak;728;ak_equiv21
ak,AFV,11326,#846138,8,4,5,ak_equiv21,,RAL 8031 F9 Sandbraun,,,av;71.246;ak_equiv21|ral;8031 F9;ak_equiv21|real;92;ak_equiv21|hataka;280;ak_equiv21|ak;727;ak_equiv21
ak,AFV,11327,#7A643D,8,4,5,ak_equiv21,,RAL 8000 Gelbbraun,,,av;71.272;ak_equiv21|ral;8000;ak_equiv21|real;63;ak_equiv21|lifecolor;UA203;ak_equiv21|hataka;303;ak_equiv21|ak;702;ak_equiv21
ak,AFV,11328,#671E15,8,4,5,ak_equiv21,,RAL 8012 Rotbraun,,,av;71.271;ak_equiv21|ral;8012;ak_equiv21|real;67;ak_equiv21|lifecolor;UA211;ak_equiv21|hataka;175;ak_equiv21|ak;717;ak_equiv21
ak,AFV,11329,#4C0E0F,8,4,5,ak_equiv21,,RAL 8013 Rotbraun,,,ral;8013;ak_equiv21|real;66;ak_equiv21|ak;731;ak_equiv21
ak,AFV,11330,#35211A,8,4,5,ak_equiv21,,RAL 8017 Rotbraun,,,av;71.041;ak_equiv21|gunze;H406;ak_equiv21|ral;8017;ak_equiv21|real;68;ak_equiv21|lifecolor;UA205;ak_equiv21|hataka;147;ak_equiv21|ak;718;ak_equiv21
ak,AFV,11331,#A37F59,8,4,5,ak_equiv21,,RAL 8020 Braun,,,av;71.117;ak_equiv21|ral;8020;ak_equiv21|real;69;ak_equiv21|lifecolor;UA201;ak_equiv21|hataka;35;ak_equiv21|ak;700;ak_equiv21
ak,AFV,11333,#E1D8A8,8,4,5,ak_equiv21,,Cremeweiss,,,av;71.075;ak_equiv21|ral;1001;ak_equiv21|fs;23717;ak_equiv21|real;46;ak_equiv21|hataka;184;ak_equiv21|ak;092;ak_equiv21
ak,AFV,11334,#4E502E,8,4,5,ak_equiv21,,Olive Drab Base,,,fs;24098;ak_equiv21
ak,AFV,11335,#565E27,8,4,5,ak_equiv21,,Nº1 Light Green (FS34151),,,av;71.137;ak_equiv21|fs;34151;ak_equiv21|real;28;ak_equiv21|hataka;211;ak_equiv21|ak;4214;ak_equiv21
ak,AFV,11336,#473425,8,4,5,ak_equiv21,,Nº5 Earth Brown (FS30099),,,av;71.290;ak_equiv21|fs;30099;ak_equiv21|lifecolor;UA087;ak_equiv21|hataka;256;ak_equiv21|ak;4221;ak_equiv21
ak,AFV,11337,#9D703C,8,4,5,ak_equiv21,,Nº6 Earth Yellow (FS30257),,,av;71.291;ak_equiv21|fs;30257;ak_equiv21|real;30;ak_equiv21|hataka;212;ak_equiv21|ak;4222;ak_equiv21
ak,AFV,11338,#653926,8,4,5,ak_equiv21,,Nº8 Earth Red (FS30117),,,av;71.293;ak_equiv21|fs;30117;ak_equiv21|ak;4223;ak_equiv21
ak,AFV,11339,#343B22,8,4,5,ak_equiv21,,Nº9 Olive Drab (FS33070),,,fs;33070;ak_equiv21|ak;4211;ak_equiv21
ak,AFV,11340,#9C7E61,8,4,5,ak_equiv21,,Nº13 Desert Sand (FS30279),,,av;71.140;ak_equiv21|gunze;H346;ak_equiv21|fs;30279;ak_equiv21|lifecolor;UA089;ak_equiv21|hataka;68;ak_equiv21|ak;4224;ak_equiv21
ak,AFV,11341,#485A68,8,4,5,ak_equiv21,,Ocean Gray (FS35164),,,fs;35164;ak_equiv21|ak;4225;ak_equiv21
ak,AFV,11342,#2A381C,8,4,5,ak_equiv21,,Dark Green (FS34102),,,av;71.289;ak_equiv21|fs;34102;ak_equiv21|real;83;ak_equiv21|lifecolor;UA002;ak_equiv21|hataka;21;ak_equiv21|ak;4231;ak_equiv21
ak,AFV,11343,#7C694B,8,4,5,ak_equiv21,,MERDC Sand (FS30277),,,av;71.138;ak_equiv21|fs;30277;ak_equiv21|real;84;ak_equiv21|lifecolor;UA019;ak_equiv21|hataka;187;ak_equiv21|ak;4233;ak_equiv21
ak,AFV,11344,#4F3C1C,8,4,5,ak_equiv21,,Field Drab (FS30118),,,av;71.139;ak_equiv21|fs;30118;ak_equiv21|real;85;ak_equiv21|lifecolor;UA016;ak_equiv21|hataka;209;ak_equiv21|ak;4234;ak_equiv21
ak,AFV,11345,#BFC7A0,8,4,5,ak_equiv21,,APC Interior Light Green (FS24533),,,fs;24533;ak_equiv21|real;78;ak_equiv21|ak;4012;ak_equiv21
ak,AFV,11346,#213118,8,4,5,ak_equiv21,,Forest Green (FS34079),,,av;71.294;ak_equiv21|fs;34079;ak_equiv21|real;27;ak_equiv21|lifecolor;UA001;ak_equiv21|hataka;16;ak_equiv21
ak,AFV,11347,#9E855A,8,4,5,ak_equiv21,,Australian Camouﬂage Brown,,,fs;30219;ak_equiv21|ak;4022;ak_equiv21
ak,AFV,11348,#565E27,8,4,5,ak_equiv21,,Australian Camouﬂage Green,,,fs;34088;ak_equiv21|ak;4021;ak_equiv21
ak,AFV,11349,#AD8C63,8,4,5,ak_equiv21,,CARC Tan 686A (FS33446),,,av;71.122;ak_equiv21|gunze;H53;ak_equiv21|fs;33446;ak_equiv21|real;79;ak_equiv21
ak,AFV,11350,#47532E,8,4,5,ak_equiv21,,Modern Spanish Green,,,
ak,AFV,11351,#998E69,8,4,5,ak_equiv21,,Wood Base,,,fs;23564;ak_equiv21|ak;779;ak_equiv21
ak,AFV,11352,#625330,8,4,5,ak_equiv21,,IDF Modern Grey,,,gunze;C530;ak_equiv21|real;94;ak_equiv21
ak,AFV,11353,#6A5F3D,8,4,5,ak_equiv21,,IDF Sand Grey 1970s-1980s,,,av;71.142;ak_equiv21|gunze;C529;ak_equiv21|testor;2138;ak_equiv21|real;95;ak_equiv21
ak,AFV,11354,#86794E,8,4,5,ak_equiv21,,IDF Early Sand Yellow,,,av;71.141;ak_equiv21|gunze;C528;ak_equiv21|real;96;ak_equiv21
ak,AFV,11355,#29311B,8,4,5,ak_equiv21,,IDF Green,,,
ak,AFV,11356,#3F5D5B,8,4,5,ak_equiv21,,SLA Blue,,,fs;34158;ak_equiv21|ak;794;ak_equiv21
ak,AFV,11357,#272D21,8,4,5,ak_equiv21,,LAF Green,,,ak;795;ak_equiv21
ak,AFV,11358,#223B24,8,4,5,ak_equiv21,,NATO Green,,,av;71.250;ak_equiv21|ral;6031 F9;ak_equiv21|real;80;ak_equiv21|lifecolor;UA303;ak_equiv21|hataka;152;ak_equiv21|ak;796;ak_equiv21
ak,AFV,11359,#412F23,8,4,5,ak_equiv21,,NATO Brown,,,av;71.249;ak_equiv21|ral;8027 F9;ak_equiv21|real;81;ak_equiv21|lifecolor;UA302;ak_equiv21|hataka;188;ak_equiv21|ak;797;ak_equiv21
ak,AFV,11360,#1B1D22,8,4,5,ak_equiv21,,NATO Black,,,av;71.251;ak_equiv21|ral;9021 F9;ak_equiv21|real;82;ak_equiv21|lifecolor;UA301;ak_equiv21|hataka;125;ak_equiv21|ak;799;ak_equiv21
ak,AFV,11361,#D1B67E,8,4,5,ak_equiv21,,New Iraqi Army Sand,,,fs;23531;ak_equiv21|ak;725;ak_equiv21
ak,AFV,11362,#DDA145,8,4,5,ak_equiv21,,British Sand Yellow,,,fs;33695;ak_equiv21|ak;726;ak_equiv21
ak,AFV,11363,#CAA16F,8,4,5,ak_equiv21,,French Army Desert Sand,,,av;71.064;ak_equiv21|fs;17178;ak_equiv21|ak;4081;ak_equiv21
ak,AFV,11364,#45554C,8,4,5,ak_equiv21,,French Army Green,,,ak;4082;ak_equiv21
ak,AFV,11365,#888B86,8,4,5,ak_equiv21,,French Army Grey-Blue,,,gunze;H417;ak_equiv21|ak;4083;ak_equiv21
ak,AFV,11366,#C2943A,8,4,5,ak_equiv21,,Mustard Yellow,,,av;71.033;ak_equiv21|fs;33637;ak_equiv21|ak;4132;ak_equiv21
ak,AFV,11367,#2E3220,8,4,5,ak_equiv21,,Base Green Protective,,,
ak,AFV,11368,#374929,8,4,5,ak_equiv21,,Russian Green 4BO,,,av;71.017;ak_equiv21|gunze;H136;ak_equiv21|testor;2129;ak_equiv21|real;73;ak_equiv21
ak,AFV,11369,#322A12,8,4,5,ak_equiv21,,Russian Dark Brown 6K,,,av;71.282;ak_equiv21|testor;2126;ak_equiv21|real;74;ak_equiv21|hataka;317;ak_equiv21
ak,AFV,11370,#7C5E30,8,4,5,ak_equiv21,,Russian Sand 7K,,,av;71.283;ak_equiv21|real;75;ak_equiv21|lifecolor;UA242;ak_equiv21|hataka;318;ak_equiv21
ak,AFV,11371,#1A331D,8,4,5,ak_equiv21,,Protective Green 1920s-1930s,,,real;76;ak_equiv21
ak,AFV,11372,#FFFFFF,8,4,5,ak_equiv21,,Washable White Paint,,,ak;751;ak_equiv21
ak,AFV,11373,#473E2F,8,4,5,ak_equiv21,,Khaki green No.3,,,av;71.330;ak_equiv21|real;33;ak_equiv21|hataka;64;ak_equiv21|ak;4035;ak_equiv21
ak,AFV,11374,#8F8F61,8,4,5,ak_equiv21,,Silver Grey No.28,,,av;71.401;ak_equiv21|real;38;ak_equiv21|lifecolor;UA264;ak_equiv21|ak;4032;ak_equiv21
ak,AFV,11375,#45472D,8,4,5,ak_equiv21,,Slate No.34,,,av;71.012;ak_equiv21|gunze;H73;ak_equiv21|real;39;ak_equiv21|lifecolor;UA265;ak_equiv21|ak;4033;ak_equiv21
ak,AFV,11377,#C79E4D,8,4,5,ak_equiv21,,Light Stone No.61,,,av;71.143;ak_equiv21|real;40;ak_equiv21|lifecolor;UA266;ak_equiv21|ak;4034;ak_equiv21
ak,AFV,11378,#E0BD88,8,4,5,ak_equiv21,,Portland Stone No.64,,,av;71.288;ak_equiv21|real;41;ak_equiv21|lifecolor;UA267;ak_equiv21|ak;4031;ak_equiv21
ak,AFV,11381,#41402E,8,4,5,ak_equiv21,,British Dark Olive Green PFI,,,real;42;ak_equiv21|lifecolor;UA269;ak_equiv21
ak,AFV,11382,#F49063,8,4,5,ak_equiv21,,British Desert Pink ZI,,,av;71.400;ak_equiv21|real;43;ak_equiv21|lifecolor;UA268;ak_equiv21
ak,AFV,11383,#79794D,8,4,5,ak_equiv21,,British Light Mud,,,av;71.284;ak_equiv21|real;44;ak_equiv21|lifecolor;UA272;ak_equiv21
ak,AFV,11384,#39291F,8,4,5,ak_equiv21,,S.C.C. No.1A Very Dark Brown,,,av;71.039;ak_equiv21|fs;30059;ak_equiv21|real;34;ak_equiv21|lifecolor;UA274;ak_equiv21|hataka;77;ak_equiv21
ak,AFV,11385,#754C2D,8,4,5,ak_equiv21,,S.C.C. No.2 Brown,,,av;71.038;ak_equiv21|fs;30097;ak_equiv21|real;35;ak_equiv21|lifecolor;UA273;ak_equiv21|hataka;76;ak_equiv21
ak,AFV,11386,#393C28,8,4,5,ak_equiv21,,S.C.C. No.15 Olive Drab,,,av;71.016;ak_equiv21|gunze;H309;ak_equiv21|real;37;ak_equiv21|lifecolor;UA270;ak_equiv21|hataka;110;ak_equiv21
ak,AFV,11387,#13190D,8,4,5,ak_equiv21,,3B AU/ZB AU,,,av;71.281;ak_equiv21|real;77;ak_equiv21|hataka;246;ak_equiv21
ak,AIR,11801,#7A8C7C,8,4,5,ak_equiv21,,WWI German Fokker Grey,,,av;71.033;ak_equiv21|ak;2271;ak_equiv21
ak,AIR,11802,#769460,8,4,5,ak_equiv21,,WWI German Light Green,,,ak;2272;ak_equiv21
ak,AIR,11803,#344731,8,4,5,ak_equiv21,,WWI German Dark Green,,,av;71.017;ak_equiv21|ak;2273;ak_equiv21
ak,AIR,11804,#826881,8,4,5,ak_equiv21,,WWI German Mauve,,,av;71.282;ak_equiv21|ak;2274;ak_equiv21
ak,AIR,11805,#673615,8,4,5,ak_equiv21,,WWI German Red Brown,,,av;71.283;ak_equiv21|citadel;51040;ak_equiv21|ak;2275;ak_equiv21
ak,AIR,11806,#C8DEEC,8,4,5,ak_equiv21,,WWI German Light Blue,,,ak;2276;ak_equiv21
ak,AIR,11807,#B193AF,8,4,5,ak_equiv21,,WWI German Lilac,,,ak;2277;ak_equiv21
ak,AIR,11808,#B7C4AA,8,4,5,ak_equiv21,,WWI German Grey-Green Primer,,,av;71.330;ak_equiv21|ak;2278;ak_equiv21
ak,AIR,11809,#3D422C,8,4,5,ak_equiv21,,PC10 Late,,,av;71.401;ak_equiv21|ak;2282;ak_equiv21
ak,AIR,11810,#40372E,8,4,5,ak_equiv21,,PC12,,,av;71.012;ak_equiv21|ak;2283;ak_equiv21
ak,AIR,11811,#979481,8,4,5,ak_equiv21,,RLM 02 RLM-Grau (1938),,,av;71.044;ak_equiv21|gunze;C60;ak_equiv21|gunze;H70;ak_equiv21|tamiya;XF20;ak_equiv21|humbrol;240;ak_equiv21|real;265;ak_equiv21|lifecolor;UA504;ak_equiv21|hataka;23;ak_equiv21
ak,AIR,11812,#80805E,8,4,5,ak_equiv21,,RLM 02 RLM-Grau (1941),,,real;266;ak_equiv21
ak,AIR,11813,#F1A60D,8,4,5,ak_equiv21,,RLM 04,,,av;71.078;ak_equiv21|gunze;C113;ak_equiv21|gunze;H413;ak_equiv21|humbrol;154;ak_equiv21|real;267;ak_equiv21|lifecolor;UA140;ak_equiv21|hataka;66;ak_equiv21|ak;2091;ak_equiv21
ak,AIR,11814,#57524E,8,4,5,ak_equiv21,,RLM 61,,,av;71.042;ak_equiv21|real;268;ak_equiv21|hataka;168;ak_equiv21
ak,AIR,11815,#676A4F,8,4,5,ak_equiv21,,RLM 62,,,av;71.104;ak_equiv21|real;269;ak_equiv21|hataka;169;ak_equiv21
ak,AIR,11816,#7E7B6A,8,4,5,ak_equiv21,,RLM 63,,,av;71.260;ak_equiv21|real;270;ak_equiv21|hataka;167;ak_equiv21
ak,AIR,11817,#86A2A5,8,4,5,ak_equiv21,,RLM 65 (1938),,,humbrol;65;ak_equiv21|real;271;ak_equiv21
ak,AIR,11818,#94A198,8,4,5,ak_equiv21,,RLM 65 (1941),,,av;71.255;ak_equiv21|gunze;C115;ak_equiv21|gunze;H67;ak_equiv21|tamiya;XF23;ak_equiv21|real;272;ak_equiv21|lifecolor;UA503;ak_equiv21|hataka;29;ak_equiv21
ak,AIR,11819,#363E40,8,4,5,ak_equiv21,,RLM 66 (1938),,,av;71.055;ak_equiv21|gunze;C116;ak_equiv21|gunze;H416;ak_equiv21|real;339;ak_equiv21|lifecolor;UA133;ak_equiv21|hataka;40;ak_equiv21
ak,AIR,11820,#53524D,8,4,5,ak_equiv21,,RLM 66 (1941),,,real;273;ak_equiv21
ak,AIR,11821,#474A41,8,4,5,ak_equiv21,,RLM 70,,,av;71.021;ak_equiv21|gunze;C18;ak_equiv21|gunze;H65;ak_equiv21|tamiya;XF27;ak_equiv21|humbrol;241;ak_equiv21|real;274;ak_equiv21|citadel;51004;ak_equiv21|lifecolor;UA501;ak_equiv21|hataka;15;ak_equiv21
ak,AIR,11822,#514F43,8,4,5,ak_equiv21,,RLM 71,,,av;71.015;ak_equiv21|gunze;C17;ak_equiv21|gunze;H64;ak_equiv21|humbrol;242;ak_equiv21|real;275;ak_equiv21|lifecolor;UA502;ak_equiv21|hataka;17;ak_equiv21
ak,AIR,11823,#464742,8,4,5,ak_equiv21,,RLM 72,,,av;71.263;ak_equiv21|humbrol;243;ak_equiv21|real;276;ak_equiv21|hataka;311;ak_equiv21
ak,AIR,11824,#424941,8,4,5,ak_equiv21,,RLM 73,,,av;71.256;ak_equiv21|humbrol;244;ak_equiv21|real;277;ak_equiv21|hataka;312;ak_equiv21
ak,AIR,11825,#5B5A55,8,4,5,ak_equiv21,,RLM 74,,,av;71.258;ak_equiv21|gunze;C36;ak_equiv21|gunze;H68;ak_equiv21|humbrol;245;ak_equiv21|real;278;ak_equiv21|lifecolor;UA507;ak_equiv21|hataka;313;ak_equiv21
ak,AIR,11826,#706F6D,8,4,5,ak_equiv21,,RLM 75,,,av;71.259;ak_equiv21|gunze;C37;ak_equiv21|gunze;H69;ak_equiv21|humbrol;246;ak_equiv21|real;279;ak_equiv21|lifecolor;UA508;ak_equiv21|hataka;7;ak_equiv21
ak,AIR,11827,#A9B6A5,8,4,5,ak_equiv21,,RLM 76 Version 1,,,real;320;ak_equiv21
ak,AIR,11828,#ADBDBD,8,4,5,ak_equiv21,,RLM 76 Version 2,,,av;71.257;ak_equiv21|gunze;C117;ak_equiv21|gunze;H417;ak_equiv21|humbrol;247;ak_equiv21|real;321;ak_equiv21|lifecolor;UA509;ak_equiv21|hataka;38;ak_equiv21
ak,AIR,11829,#C1C19D,8,4,5,ak_equiv21,,RLM 76 Late War Variation,,,av;71.103;ak_equiv21|real;322;ak_equiv21
ak,AIR,11830,#80979F,8,4,5,ak_equiv21,,RLM 78 (1941),,,real;280;ak_equiv21
ak,AIR,11831,#889D98,8,4,5,ak_equiv21,,RLM 78 (1942),,,av;71.101;ak_equiv21|gunze;C118;ak_equiv21|gunze;H418;ak_equiv21|humbrol;248;ak_equiv21|real;281;ak_equiv21|lifecolor;UA512;ak_equiv21|hataka;314;ak_equiv21
ak,AIR,11832,#E8A25A,8,4,5,ak_equiv21,,RLM 79 (1941),,,real;282;ak_equiv21|hataka;14;ak_equiv21
ak,AIR,11833,#9C714E,8,4,5,ak_equiv21,,RLM 79 (1942),,,av;71.278;ak_equiv21|gunze;C119;ak_equiv21|gunze;H66;ak_equiv21|humbrol;249;ak_equiv21|real;283;ak_equiv21|lifecolor;UA137;ak_equiv21
ak,AIR,11834,#585745,8,4,5,ak_equiv21,,RLM 80,,,av;71.265;ak_equiv21|gunze;C120;ak_equiv21|gunze;H420;ak_equiv21|real;284;ak_equiv21|lifecolor;UA138;ak_equiv21|hataka;53;ak_equiv21
ak,AIR,11835,#585745,8,4,5,ak_equiv21,,RLM 81 Version 1,,,av;71.264;ak_equiv21|gunze;C121;ak_equiv21|gunze;H421;ak_equiv21|tamiya;XF51;ak_equiv21|humbrol;251;ak_equiv21|real;323;ak_equiv21|lifecolor;UA510;ak_equiv21|hataka;8;ak_equiv21
ak,AIR,11836,#474D3F,8,4,5,ak_equiv21,,RLM 81 Version 2,,,av;71.011;ak_equiv21|gunze;C123;ak_equiv21|gunze;H423;ak_equiv21|tamiya;XF74;ak_equiv21|humbrol;253;ak_equiv21|real;324;ak_equiv21|lifecolor;UA132;ak_equiv21|hataka;22;ak_equiv21
ak,AIR,11837,#5A5245,8,4,5,ak_equiv21,,RLM 81 Version 3,,,real;325;ak_equiv21
ak,AIR,11838,#4F5C4B,8,4,5,ak_equiv21,,RLM 82,,,av;71.022;ak_equiv21|gunze;C122;ak_equiv21|gunze;H422;ak_equiv21|humbrol;252;ak_equiv21|real;326;ak_equiv21|lifecolor;UA511;ak_equiv21|hataka;20;ak_equiv21
ak,AIR,11839,#394555,8,4,5,ak_equiv21,,RLM 83,,,real;327;ak_equiv21
ak,AIR,11840,#57574D,8,4,5,ak_equiv21,,RAF Dark Green,,,av;71.324;ak_equiv21|gunze;C330;ak_equiv21|gunze;H330;ak_equiv21|tamiya;XF81;ak_equiv21|humbrol;163;ak_equiv21|bs;241;ak_equiv21|real;286;ak_equiv21|lifecolor;UA546;ak_equiv21|hataka;143;ak_equiv21
ak,AIR,11841,#72573C,8,4,5,ak_equiv21,,RAF Dark Earth,,,av;71.323;ak_equiv21|gunze;C369;ak_equiv21|gunze;H72;ak_equiv21|humbrol;29;ak_equiv21|real;287;ak_equiv21|lifecolor;UA547;ak_equiv21|hataka;9;ak_equiv21
ak,AIR,11842,#5D686A,8,4,5,ak_equiv21,,RAF Ocean Grey,,,av;71.273;ak_equiv21|gunze;C362;ak_equiv21|tamiya;XF82;ak_equiv21|humbrol;106;ak_equiv21|real;288;ak_equiv21|lifecolor;UA093;ak_equiv21|hataka;32;ak_equiv21
ak,AIR,11843,#818C92,8,4,5,ak_equiv21,,RAF Medium Sea Grey BS381C/637,,,av;71.307;ak_equiv21|gunze;C335;ak_equiv21|gunze;H335;ak_equiv21|tamiya;XF83;ak_equiv21|humbrol;165;ak_equiv21|bs;637;ak_equiv21|real;289;ak_equiv21|lifecolor;UA094;ak_equiv21|hataka;034;ak_equiv21|hataka;141;ak_equiv21
ak,AIR,11844,#B3B7A0,8,4,5,ak_equiv21,,RAF Sky / FS 34424,,,av;71.321;ak_equiv21|gunze;C368;ak_equiv21|fs;FS 34424;ak_equiv21|real;290;ak_equiv21|lifecolor;UA550;ak_equiv21|hataka;234;ak_equiv21
ak,AIR,11845,#7D9DC4,8,4,5,ak_equiv21,,RAF Azure Blue,,,av;71.108;ak_equiv21|gunze;C370;ak_equiv21|humbrol;157;ak_equiv21|real;291;ak_equiv21|citadel;51024;ak_equiv21|lifecolor;UA098;ak_equiv21|hataka;28;ak_equiv21
ak,AIR,11846,#A57E39,8,4,5,ak_equiv21,,RAF Middle Stone,,,av;71.031;ak_equiv21|gunze;C21;ak_equiv21|gunze;H71;ak_equiv21|humbrol;225;ak_equiv21|real;292;ak_equiv21|lifecolor;UA097;ak_equiv21|hataka;13;ak_equiv21
ak,AIR,11847,#738168,8,4,5,ak_equiv21,,RAF Cockpit Grey-Green,,,av;71.305;ak_equiv21|gunze;C364;ak_equiv21|tamiya;XF71;ak_equiv21|humbrol;78;ak_equiv21|real;293;ak_equiv21|lifecolor;UA551;ak_equiv21|hataka;25;ak_equiv21
ak,AIR,11848,#A1A5A4,8,4,5,ak_equiv21,,RAF Sky Grey,,,av;71.339;ak_equiv21|fs;FS 26373;ak_equiv21|real;285;ak_equiv21|lifecolor;UA036;ak_equiv21|hataka;302;ak_equiv21
ak,AIR,11849,#5F5D51,8,4,5,ak_equiv21,,RAF Dark Slate Grey,,,av;71.309;ak_equiv21|humbrol;224;ak_equiv21|real;294;ak_equiv21|hataka;202;ak_equiv21
ak,AIR,11850,#4F565E,8,4,5,ak_equiv21,,RAF Extra Dark Sea Grey BS381C/640,,,av;71.110;ak_equiv21|gunze;C333;ak_equiv21|gunze;H333;ak_equiv21|tamiya;XF54;ak_equiv21|humbrol;123;ak_equiv21|bs;640;ak_equiv21|real;295;ak_equiv21|lifecolor;UA109;ak_equiv21|hataka;140;ak_equiv21
ak,AIR,11851,#696C71,8,4,5,ak_equiv21,,RAF Dark Sea Grey BS381C/638,,,av;71.405;ak_equiv21|gunze;C331;ak_equiv21|gunze;H331;ak_equiv21|tamiya;XF77;ak_equiv21|humbrol;164;ak_equiv21|bs;638;ak_equiv21|real;296;ak_equiv21|citadel;51040;ak_equiv21|hataka;144;ak_equiv21
ak,AIR,11852,#556B76,8,4,5,ak_equiv21,,RAF PRU Blue BS381C/636,,,av;71.109;ak_equiv21|gunze;C72;ak_equiv21|gunze;H56;ak_equiv21|tamiya;XF18;ak_equiv21|humbrol;230;ak_equiv21|bs;636;ak_equiv21|real;297;ak_equiv21|hataka;207;ak_equiv21
ak,AIR,11853,#B1B2AA,8,4,5,ak_equiv21,,RAF Light Aircraft Grey BS381C/627,,,gunze;C332;ak_equiv21|gunze;H332;ak_equiv21|humbrol;166;ak_equiv21|bs;627;ak_equiv21|real;298;ak_equiv21|hataka;217;ak_equiv21
ak,AIR,11854,#979D9D,8,4,5,ak_equiv21,,RAF Camouﬂage (Barley) Grey BS381C/626,,,gunze;C334;ak_equiv21|gunze;H334;ak_equiv21|tamiya;XF80;ak_equiv21|humbrol;167;ak_equiv21|bs;626;ak_equiv21|real;299;ak_equiv21|lifecolor;UA079;ak_equiv21|hataka;142;ak_equiv21
ak,AIR,11855,#72797F,8,4,5,ak_equiv21,,RAF Dark Camouﬂage Grey BS381C/629,,,bs;629;ak_equiv21|real;300;ak_equiv21|hataka;214;ak_equiv21
